time,seconds_elapsed,z,y,x,,,z,y,x,,t,z,y,x
1.68301E+18,1.663918457,-0.299199998,-0.0243,0.239199996,,,1.868199944,0.122299999,9.626199722,,82,1.568999946,0.097999999,9.865399718
1.68301E+18,1.683918457,-0.205599993,0.118799999,0.238199994,,,1.862899899,0.126299992,9.627200127,,83,1.657299906,0.245099992,9.865400121
1.68301E+18,1.703918457,-0.0104,0.048099998,0.199199989,,,1.86379993,0.128299996,9.626999855,,84,1.85339993,0.176399995,9.826199844
1.68301E+18,1.723918457,0.112399995,0.052099999,0.190399989,,,1.868499994,0.13409999,9.625999451,,85,1.98089999,0.186199989,9.81639944
1.68301E+18,1.743918457,0.1664,-0.0207,0.073699996,,,1.873299956,0.138400003,9.625,,86,2.039699957,0.117700003,9.698699996
1.68301E+18,1.763918457,0.096999995,0.14199999,0.073899999,,,1.873999953,0.142299995,9.624799728,,87,1.970999949,0.284299985,9.698699728
1.68301E+18,1.783918457,-0.056399997,0.074000001,0.259499997,,,1.870700002,0.1417,9.625499725,,88,1.814300004,0.215700001,9.884999722
1.68301E+18,1.803918457,-0.1197,0.180799991,0.317299992,,,1.86529994,0.142800003,9.62650013,,89,1.74559994,0.323599994,9.943800122
1.68301E+18,1.823927979,-0.226099998,0.181999996,0.207399994,,,1.853999972,0.151299998,9.628499985,,90,1.627899975,0.333299994,9.835899979
1.68301E+18,1.843918457,-0.312000006,0.088799998,0.234699994,,,1.841799974,0.166099995,9.630599976,,91,1.529799968,0.254899994,9.86529997
1.68301E+18,1.863918457,-0.186700001,0.099199995,0.065099999,,,1.824399948,0.185099989,9.633599281,,92,1.637699947,0.284299985,9.698699281
1.68301E+18,1.883918457,0.0176,0.045399997,0.101199999,,,1.806399941,0.199599996,9.636699677,,93,1.823999941,0.244999994,9.737899676
1.68301E+18,1.903918457,0.170699999,-0.052699998,0.237399995,,,1.800300002,0.1998,9.637800217,,94,1.971000001,0.147100002,9.875200212
1.68301E+18,1.923918457,0.0995,-0.081299998,0.17899999,,,1.802899957,0.198899999,9.637399673,,95,1.902399957,0.117600001,9.816399664
1.68301E+18,1.943918457,-0.263899982,-0.066,0.296900004,,,1.803499937,0.203299999,9.637199402,,96,1.539599955,0.1373,9.934099406
1.68301E+18,1.963918457,-0.107099995,0.274800003,-0.092500001,,,1.764400005,0.215399995,9.644100189,,97,1.65730001,0.490199998,9.551600188
1.68301E+18,1.983918457,-0.227799997,-0.095399998,0.0285,,,1.728199959,0.222899988,9.650499344,,98,1.500399962,0.12749999,9.678999344
1.68301E+18,2.003918457,-0.180699989,0.0039,0.239399999,,,1.700799942,0.221599996,9.655399323,,99,1.520099953,0.225499996,9.894799322
1.68301E+18,2.023918457,0.053099997,0.047899999,0.2148,,,1.672799945,0.216799989,9.660399437,,100,1.725899942,0.264699988,9.875199437
1.68301E+18,2.043918457,0.216199994,-0.0164,0.221699998,,,1.656700015,0.212599993,9.663299561,,101,1.872900009,0.196199993,9.884999558
1.68301E+18,2.063918457,0.326900005,-0.041499998,0.123099998,,,1.653999925,0.208299994,9.663899422,,102,1.98089993,0.166799996,9.786999419
1.68301E+18,2.083918457,0.295300007,0.0403,0.0155,,,1.656099916,0.204799995,9.663599968,,103,1.951399922,0.245099995,9.679099968
1.68301E+18,2.103918457,0.149800003,0.021499999,-0.0043,,,1.654500008,0.203999996,9.663899422,,104,1.80430001,0.225499995,9.659599422
1.68301E+18,2.123918457,-0.0027,0.080600001,0.0145,,,1.650200009,0.203699991,9.664599419,,105,1.64750001,0.284299992,9.679099418
1.68301E+18,2.143918457,-0.119199999,0.051199999,0.140100002,,,1.639299989,0.203699991,9.666500092,,106,1.52009999,0.25489999,9.806600094
1.68301E+18,2.163918457,-0.083099999,-0.025699999,0.254999995,,,1.622799993,0.202199996,9.669300079,,107,1.539699994,0.176499996,9.924300075
1.68301E+18,2.183918457,-0.057,-0.068700001,0.144400001,,,1.60649991,0.206,9.671899796,,108,1.54949991,0.1373,9.816299796
1.68301E+18,2.203918457,0.059699997,-0.1039,0.044999998,,,1.597599983,0.211699992,9.673299789,,109,1.657299981,0.107799992,9.718299787
1.68301E+18,2.223918457,0.169399992,-0.122999996,0.064300001,,,1.595699906,0.211199999,9.673600197,,110,1.765099898,0.088200003,9.737900198
1.68301E+18,2.243918457,0.2509,-0.147699997,0.093099996,,,1.592599988,0.206499994,9.674200058,,111,1.843499988,0.058799997,9.767300054
1.68301E+18,2.263918457,0.252200007,-0.071899995,0.131999999,,,1.591300011,0.199399993,9.674599648,,112,1.843500018,0.127499998,9.806599647
1.68301E+18,2.283918457,0.166099995,-0.064999998,0.209999993,,,1.589199901,0.192499995,9.675099373,,113,1.755299896,0.127499998,9.885099366
1.68301E+18,2.303918457,-0.002,-0.187199995,0.190499991,,,1.590600014,0.187199995,9.674900055,,114,1.588600014,0,9.865400046
1.68301E+18,2.323918457,-0.057699997,-0.134199992,0.142499998,,,1.59739995,0.183200002,9.673899651,,115,1.539699953,0.04900001,9.816399649
1.68301E+18,2.343918457,-0.0964,-0.134800002,0.163399994,,,1.606599927,0.174099997,9.672499657,,116,1.510199927,0.039299995,9.835899651
1.68301E+18,2.363918457,-0.0647,-0.1219,0.164499998,,,1.614199996,0.161200002,9.671500206,,117,1.549499996,0.039300002,9.836000204
1.68301E+18,2.383918457,0.0186,-0.0513,0.1259,,,1.618999958,0.149399996,9.670899391,,118,1.637599958,0.098099995,9.796799392
1.68301E+18,2.403918457,0.0121,-0.0176,0.234599993,,,1.625499964,0.135199994,9.670000076,,119,1.637599964,0.117599994,9.904600069
1.68301E+18,2.423918457,0.023899999,-0.0438,0.235799998,,,1.633299947,0.122299999,9.6687994,,120,1.657199945,0.078499999,9.904599398
1.68301E+18,2.443918457,0.084100001,-0.074900001,0.197899997,,,1.641799927,0.114099994,9.667499542,,121,1.725899927,0.039199993,9.865399539
1.68301E+18,2.463918457,0.0273,-0.119999997,0.120699994,,,1.649500012,0.110199995,9.666199684,,122,1.676800013,-0.009800002,9.786899678
1.68301E+18,2.483918457,-0.083499998,-0.118699998,0.032899998,,,1.652499914,0.108899996,9.665699959,,123,1.568999916,-0.009800002,9.698599957
1.68301E+18,2.503918457,-0.07,-0.072999999,0.179399997,,,1.648899913,0.102399997,9.666399956,,124,1.578899913,0.029399998,9.845799953
1.68301E+18,2.523918457,-0.026099999,-0.0005,0.207800001,,,1.644199967,0.088699996,9.667399406,,125,1.618099969,0.088199997,9.875199407
1.68301E+18,2.543918457,0.071800001,0.098299995,0.158699989,,,1.644199967,0.078199998,9.667499542,,126,1.715999968,0.176499993,9.826199532
1.68301E+18,2.563918457,0.1417,0.118199997,0.256500006,,,1.643000007,0.067999996,9.667699814,,127,1.784700006,0.186199993,9.92419982
1.68301E+18,2.583918457,0.088399999,0.069399998,0.265300006,,,1.637499928,0.057999998,9.668700218,,128,1.725899927,0.127399996,9.934000224
1.68301E+18,2.603918457,0.077799998,0.067999996,0.136199996,,,1.628499985,0.049599998,9.67029953,,129,1.706299983,0.117599994,9.806499526
1.68301E+18,2.623918457,0.071800001,0.0832,0.115999997,,,1.62469995,0.044199999,9.670999527,,130,1.696499951,0.1274,9.786999524
1.68301E+18,2.643918457,0.047899999,0.043299999,0.173799992,,,1.619099975,0.035,9.671899796,,131,1.666999973,0.078299999,9.845699787
1.68301E+18,2.663918457,-0.064199999,0.084699996,0.181099996,,,1.603799939,0.0231,9.674499512,,132,1.53959994,0.107799996,9.855599508
1.68301E+18,2.683918457,-0.141299993,0.086099997,0.177599996,,,1.582899928,0.011899999,9.677999496,,133,1.441599935,0.097999997,9.855599493
1.68301E+18,2.703918457,-0.116099998,0.0189,0.359799981,,,1.557699919,0.0006,9.682099342,,134,1.44159992,0.0195,10.04189932
1.68301E+18,2.723918457,-0.0129,0.111099996,0.269199997,,,1.542699933,-0.0033,9.684499741,,135,1.529799934,0.107799996,9.953699738
1.68301E+18,2.743918457,0.056899998,0.098200001,0.151299998,,,1.541499972,-1E-04,9.684700012,,136,1.598399971,0.098100001,9.83600001
1.68301E+18,2.763918457,0.197099999,0.0471,0.221000001,,,1.548399925,0.0018,9.683599472,,137,1.745499924,0.0489,9.904599473
1.68301E+18,2.783918457,0.243099988,-0.0022,0.223099992,,,1.561199903,0.0022,9.681499481,,138,1.804299891,0,9.904599473
1.68301E+18,2.803918457,0.16929999,0.024599999,0.155299991,,,1.566399932,0.0047,9.680699348,,139,1.735699922,0.029299999,9.83599934
1.68301E+18,2.823918457,0.033799998,0.021399999,0.125599995,,,1.564599991,0.0079,9.680999756,,140,1.598399989,0.029299999,9.806599751
1.68301E+18,2.843918457,0.018199999,0.0491,0.144500002,,,1.560599923,0.0096,9.681599617,,141,1.578799922,0.0587,9.826099619
1.68301E+18,2.863918457,-0.0199,0.040799998,0.173799992,,,1.559499979,0.0082,9.681799889,,142,1.539599979,0.048999998,9.85559988
1.68301E+18,2.883918457,-0.040100001,0.040599998,0.1347,,,1.560199976,0.0083,9.681699753,,143,1.520099975,0.048899998,9.816399753
1.68301E+18,2.903918457,-0.028199999,0.001,0.124499999,,,1.558099985,0.0087,9.68200016,,144,1.529899986,0.0097,9.806500159
1.68301E+18,2.923918457,0.0196,-0.035399999,0.124699995,,,1.559099913,0.006,9.681900024,,145,1.578699913,-0.029399999,9.806600019
1.68301E+18,2.943918457,0.111599997,-0.0319,0.096299998,,,1.565199971,0.0025,9.68089962,,146,1.676799968,-0.0294,9.777199619
1.68301E+18,2.963918457,0.102799997,-0.105499998,0.107499994,,,1.574000001,-0.0022,9.67939949,,147,1.676799998,-0.107699998,9.786899485
1.68301E+18,2.983918457,0.152400002,-0.066299997,0.275700003,,,1.583299994,-0.0121,9.677899361,,148,1.735699996,-0.078399997,9.953599364
1.68301E+18,3.003918457,0.075999998,0.0143,0.129899994,,,1.590999961,-0.0143,9.676699638,,149,1.666999958,0,9.806599632
1.68301E+18,3.023918457,0.0077,0.028099999,0.080799997,,,1.590699911,-0.0085,9.676699638,,150,1.598399911,0.019599999,9.757499635
1.68301E+18,3.043918457,0.0044,-0.0232,0.138599992,,,1.584199905,-0.0061,9.677800179,,151,1.588599905,-0.0293,9.81640017
1.68301E+18,3.063918457,-0.070699997,-0.110099994,0.1184,,,1.58099997,-0.0074,9.678299904,,152,1.510299973,-0.117499994,9.796699904
1.68301E+18,3.083918457,-0.119399995,-0.0788,0.079099998,,,1.580500007,-0.0094,9.67840004,,153,1.461100012,-0.0882,9.757500038
1.68301E+18,3.103918457,-0.050099999,-0.023899999,0.078999996,,,1.579899907,-0.015199999,9.678500175,,154,1.529799908,-0.039099998,9.757500172
1.68301E+18,3.123918457,0.049699999,0.055,0.098399997,,,1.578099966,-0.025599999,9.678799629,,155,1.627799965,0.0294,9.777199626
1.68301E+18,3.143918457,0.0275,0.035499997,0.146300003,,,1.570799947,-0.035499997,9.679900169,,156,1.598299947,0,9.826200172
1.68301E+18,3.163918457,-0.021,0.0028,0.134800002,,,1.560599923,-0.041999999,9.681499481,,157,1.539599923,-0.0392,9.816299483
1.68301E+18,3.183918457,0.063699998,0.027999999,0.123999998,,,1.554299951,-0.047599997,9.682499886,,158,1.617999949,-0.019599998,9.806499884
1.68301E+18,3.203918457,0.096900001,0.034399997,0.152899995,,,1.550499916,-0.053999998,9.683099747,,159,1.647399917,-0.0196,9.835999742
1.68301E+18,3.223918457,0.089299999,0.059699997,0.054499999,,,1.548299909,-0.059699997,9.683400154,,160,1.637599908,0,9.737900153
1.68301E+18,3.243918457,0.060599998,0.043099999,0.083799995,,,1.547599912,-0.062699996,9.683499336,,161,1.608199909,-0.019599997,9.767299332
1.68301E+18,3.263918457,0.092799999,0.067099996,0.171700001,,,1.544799924,-0.067099996,9.683899879,,162,1.637599923,0,9.85559988
1.68301E+18,3.283918457,0.079399996,0.073699996,0.229599997,,,1.538599968,-0.073699996,9.68489933,,163,1.617999963,0,9.914499328
1.68301E+18,3.303918457,0.126000002,0.123299994,0.2676,,,1.531199932,-0.074299999,9.68599987,,164,1.657199934,0.048999995,9.95359987
1.68301E+18,3.323918457,0.160999998,0.090300001,0.150600001,,,1.53549993,-0.070699997,9.685400009,,165,1.696499929,0.019600004,9.83600001
1.68301E+18,3.343918457,0.169399992,0.14199999,0.034600001,,,1.546599984,-0.063500002,9.683699608,,166,1.715999976,0.078499988,9.718299609
1.68301E+18,3.363918457,0.093099996,0.074900001,0.025999999,,,1.554399967,-0.055299997,9.682499886,,167,1.647499964,0.019600004,9.708499884
1.68301E+18,3.383918457,0.043899998,0.046799999,0.1241,,,1.554499984,-0.046799999,9.682499886,,168,1.598399982,0,9.806599885
1.68301E+18,3.403918457,0.074099995,-0.0206,0.172899991,,,1.55369997,-0.038199998,9.682700157,,169,1.627799965,-0.058799999,9.855600148
1.68301E+18,3.423918457,0.148999989,-0.0003,0.075399995,,,1.557299972,-0.029099999,9.682099342,,170,1.706299961,-0.029399999,9.757499337
1.68301E+18,3.443918457,0.176699996,-0.0275,0.17369999,,,1.559000015,-0.021399999,9.681900024,,171,1.735700011,-0.048899999,9.855600014
1.68301E+18,3.463918457,0.146899998,-0.062299997,0.222800002,,,1.559299946,-0.016099999,9.681799889,,172,1.706199944,-0.078399995,9.90459989
1.68301E+18,3.483918457,0.086099997,-0.089499995,0.203499988,,,1.561399937,-0.0085,9.681499481,,173,1.647499934,-0.097999995,9.884999469
1.68301E+18,3.503918457,0.072899997,-0.098699994,0.115800001,,,1.564799905,0.0006,9.680999756,,174,1.637699902,-0.098099994,9.796799757
1.68301E+18,3.523918457,0.055799998,-0.163299993,0.0287,,,1.571999907,0.0064,9.679800034,,175,1.627799906,-0.156899993,9.708500033
1.68301E+18,3.543918457,0.100599997,-0.086499996,0.0098,,,1.576299906,0.007999999,9.679100037,,176,1.676899903,-0.078499997,9.688900037
1.68301E+18,3.563918457,0.045199998,-0.119399995,0.097499996,,,1.572799921,0.0017,9.679599762,,177,1.617999919,-0.117699995,9.777099758
1.68301E+18,3.583918457,0.0064,-0.128600001,0.213499993,,,1.5625,-0.008599999,9.681300163,,178,1.5689,-0.137200001,9.894800156
1.68301E+18,3.603918457,-0.080200002,-0.0416,0.319599986,,,1.551199913,-0.017099999,9.683099747,,179,1.470999911,-0.058699999,10.00269973
1.68301E+18,3.623918457,-0.087899998,-0.104399994,0.299600005,,,1.549099922,-0.023,9.683400154,,180,1.461199924,-0.127399994,9.983000159
1.68301E+18,3.643918457,-0.084199995,-0.073100001,0.1241,,,1.555199981,-0.024899999,9.682499886,,181,1.470999986,-0.097999999,9.806599885
1.68301E+18,3.663918457,-0.031500001,-0.0128,0.085900001,,,1.56129992,-0.0264,9.681499481,,182,1.52979992,-0.0392,9.767399482
1.68301E+18,3.683918457,0.017899999,-0.015099999,0.193700001,,,1.560899973,-0.0339,9.681499481,,183,1.578799972,-0.049,9.875199482
1.68301E+18,3.703918457,-0.0163,0.0029,0.192900002,,,1.555899978,-0.042099997,9.682299614,,184,1.539599977,-0.039199997,9.875199616
1.68301E+18,3.723918457,-0.062299997,0.037599999,0.163000003,,,1.552899957,-0.047399998,9.682700157,,185,1.49059996,-0.009799998,9.84570016
1.68301E+18,3.743918457,-0.0116,0.042099997,0.19219999,,,1.551199913,-0.051899999,9.682999611,,186,1.539599913,-0.009800002,9.875199601
1.68301E+18,3.763918457,-0.0089,0.0164,0.211399987,,,1.548599958,-0.055599999,9.683400154,,187,1.539699959,-0.039199999,9.894800141
1.68301E+18,3.783918457,-0.0069,0.016999999,0.142399997,,,1.546499968,-0.056199998,9.683699608,,188,1.539599968,-0.039199999,9.826099604
